,Score Compound,Score Negative,Score Neutral,Score Positive,Sentence
17852,-0.7003,0.249,0.673,0.079,with help from some other prisoners i listed the names of every inmate their charges the year they were arrested and all the details of their stories
17853,-0.9186,0.325,0.572,0.103,reihaneh made notes about the terrible medical care the bad food and the predatory lesbianism that was so widespreadand that before the security cameras were in place had routinely led to the rape and beating of new prisoners
17854,-0.6808,0.235,0.765,0.0,in one especially gruesome case a young woman had been raped in front of her child
17855,0.0,0.0,1.0,0.0,the first step in reihanehs project was an article she wrote in the form of a letter to her interrogator in ward 209 which she titled doctor 209
17856,0.0,0.0,1.0,0.0, she read it to maryam and me
17857,0.0,0.0,1.0,0.0,my sister and i would visit while marziyeh stayed on the ward and rested in bed
17858,-0.5106,0.074,0.926,0.0,the trip to the visitors centerthe long wait at the womens prison the minibus ride another wait at the visitors center the ride back and still another wait to be frisked before returning to ward 2took even longer this time than usual
17859,-0.7003,0.225,0.775,0.0,back at the womens prison in line waiting to be searched i leaned against the office wall exhausted from hours of standing
17860,-0.5106,0.248,0.752,0.0,the guards immediately ordered the prisoners to cover their hair completely
17861,0.0,0.0,1.0,0.0,these guys must be from ward 209 i thought
17862,0.0,0.0,1.0,0.0,every day we have to open and read letters about you and your case
17863,0.0,0.0,1.0,0.0, you have to read letters about me
17864,0.0,0.0,1.0,0.0, yes
17865,-0.6369,0.174,0.826,0.0,perhaps this is another example of the abuse of human rights in this countrythat you open and read other peoples mail
17866,0.4754,0.0,0.86,0.14, did you really expect us to give them to you so you could get more encouragement to defy us
17867,0.8885,0.0,0.618,0.382, we dont need to read the letters to be encouraged by them i thought my heart filled with joy
17868,0.0,0.0,1.0,0.0,besides the man added gruffly unless the judge in your case permits it were not allowed to give them to you
17869,0.3612,0.0,0.762,0.238,just like that the two men left the cellblock
17870,-0.5106,0.171,0.829,0.0,during the entire exchange the rest of the prisoners waiting to be searched had been absolutely silent
17871,0.0,0.0,1.0,0.0,who were they
17872,0.6705,0.0,0.621,0.379, theyre from the security section of the ministry of intelligence
17873,-0.2732,0.153,0.742,0.105, to the other inmates it was a case of famous security officials coming to visit a famous prisoner
17874,0.0,0.0,1.0,0.0,inside i was afraid of what could happen to me and marziyeh
17875,-0.5994,0.494,0.506,0.0,to torture us at last
17876,0.0,0.0,1.0,0.0,when i got back to the ward i learned that the men had come there earlier
17877,-0.5106,0.191,0.809,0.0,the men had instructed some other prisoners to get marziyeh up to talk with them
17878,-0.296,0.095,0.905,0.0,no one not even the inmates who had been at evin the longest could remember officials waiting two hours to see anybody
17879,0.0258,0.095,0.807,0.098,yet if they let us out while we still proclaimed our christian faith they would lose face with the radicals who kept them in power
17880,0.0,0.0,1.0,0.0,the next morning after roll call and breakfast mrs
17881,0.0,0.0,1.0,0.0,mujahed one of the ward monitors ordered marziyeh and me to put on our chadors and report to mrs
17882,0.0,0.0,1.0,0.0,rezaeis office immediately
17883,-0.4939,0.151,0.849,0.0,at first i assumed they were there to take me for punishment because of my behavior the day before
17884,-0.8995,0.448,0.552,0.0,because they give all sick prisoners the same medicine no matter whats wrong with them and it has no effect whatsoever
17885,0.0,0.0,1.0,0.0,were not allowed to bring in our own medications from the outside
17886,0.0,0.0,1.0,0.0, as marziyeh and mr
17887,-0.3818,0.178,0.822,0.0,ramezani continued to criticize the medical treatment the other authorities left the office
17888,-0.6961,0.243,0.757,0.0,somewhere someone was under pressure about our case and the government was more desperate than ever to let us go without actually acquitting us
17889,0.0,0.0,1.0,0.0,i told her that evin receives dozens of letters for you every day that we have to read
17890,0.34,0.0,0.844,0.156,they can call the security office directly and get permission to bring vitamins in
17891,-0.8625,0.336,0.664,0.0, marziyeh told him about the terrible food the poor health of so many inmatesincluding herselfand the stupid early morning roll call
17892,-0.8658,0.244,0.675,0.081,and the new rule is only making matters worsethe terrible health care combined with the requirement to go outside in the cold every morning is making the sick prisoners sicker and the ones who arent sick yet are going to catch something
17893,-0.4019,0.278,0.722,0.0, i know these problems very well mr
17894,0.1027,0.0,0.417,0.583,ramezani admitted
17895,0.0772,0.183,0.611,0.206,but unfortunately at evin they have their own special rules
17896,0.0772,0.0,0.874,0.126,canceling the morning schedule must come from a higher authority
17897,0.0,0.0,1.0,0.0,ive been ordered to come and see you
17898,-0.5574,0.474,0.526,0.0,he was tortured and crucified
17899,-0.2846,0.254,0.599,0.147,the people who imprisoned you say this wasnt so but theyre making a huge mistake
17900,-0.8934,0.517,0.483,0.0,jesus was beaten tortured and crucified and then he rose from the dead
17901,-0.3804,0.302,0.698,0.0, now i was even more shocked
17902,-0.9571,0.378,0.622,0.0,we had been arrested harassed humiliated and in prison for seven months for saying what this high prison officialseemingly feared and obeyed by everyonewas saying right in front of us in the office of the womens warden
17903,0.3612,0.07,0.793,0.137,then our incredible conversation ended and we went back to the ward where our friends were waiting nervously for us
17904,0.0,0.0,1.0,0.0,we told them that everything was all right that the authorities just wanted to know more about the letters we were getting from around the world
17905,0.0,0.0,1.0,0.0,marziyeh a few days later our new lawyer mr
17906,-0.5106,0.32,0.68,0.0,aghasi came to visit us in prison again
17907,0.25,0.0,0.909,0.091,he said our court date would be coming up soon and at last we would have a chance to defend ourselves
17908,0.0,0.0,1.0,0.0,he said it was not possible for a lawyer to do that
17909,0.0,0.0,1.0,0.0,within a week maryam and i were summoned to the office and told to prepare for court the next day
17910,0.6808,0.0,0.741,0.259,our friends assured us that this time around we would finally have our bail set and be released
17911,0.0,0.0,1.0,0.0,others said because of all the publicity surrounding our case we would be  released unconditionally
17912,0.0,0.0,1.0,0.0,the next morning we were up early waited hours for the minibus to the court and sat handcuffed together for the ride across town
17913,0.4215,0.0,0.797,0.203,they waved and shouted encouragement and followed us to the court building
17914,0.1531,0.0,0.952,0.048,the last time wed been to the revolutionary court the judge had told us that if we didnt change our story our case would be transferred to bureau 15 for a final verdict
17915,-0.9022,0.366,0.634,0.0,the judge there who was also the judge in shirin alam hoolis case was famous for sentencing prisoners to death or to life in prison
17916,0.0,0.0,1.0,0.0,but when we entered the building this time we saw from the sign that we were going into bureau 26
17917,0.5709,0.0,0.749,0.251,he comes from the family court and is a very kind man
17918,-0.2263,0.241,0.759,0.0, we stopped outside the courtroom door
17919,0.0,0.0,1.0,0.0,i was only informed about your court summons yesterday
17920,0.0,0.0,1.0,0.0,now i have fifteen minutes to read your file and prepare your case
17921,-0.765,0.486,0.423,0.092,we had been threatened with a sentence of death
17922,0.0,0.0,1.0,0.0,yet this was the firstand might be the onlytime we would ever appear before a judge with our lawyer present
17923,0.0,0.0,1.0,0.0,this was the first time they had been allowed in the building when we were there
17924,0.0,0.0,1.0,0.0,we waved goodbye to our sisters and passed through a very large courtroom into another one that was smaller
17925,0.0,0.0,1.0,0.0,there was a raised desk at one end where the judge sat
17926,0.5267,0.0,0.805,0.195,on the wall behind him was a large color photo of the scales of justice
17927,0.7351,0.0,0.744,0.256,looking up at the scales of justice i knew that our faith and our lives were hanging in the balance
17928,-0.3612,0.293,0.573,0.134,chapter 23 guilty as charged marziyeh our lawyer greeted the new judge
17929,0.0,0.0,1.0,0.0,but mr
17930,0.0,0.0,1.0,0.0,larijani contacted me and asked me to follow your case
17931,0.0,0.0,1.0,0.0, this was incredible news
17932,0.0,0.0,1.0,0.0,our lawyer asked him why mr
17933,0.0,0.0,1.0,0.0,larijani was involved
17934,0.4215,0.0,0.872,0.128,sources at the united nations have telephoned him and asked him to sort out this case as soon as possible
17935,0.4215,0.0,0.851,0.149, in time we learned who had brought our case to the attention of the united nations
17936,-0.7096,0.239,0.692,0.069,do you realize that due to your perseverance our enemies have taken advantage of the situation and run several negative campaigns against us
17937,0.0,0.0,1.0,0.0,maybe you dont know what kind of people are using you and your case for their own objectives
17938,0.6597,0.0,0.828,0.172, there had been a vigil in front of the iranian embassy in london supporting our release another reminder that christians around the world were praying for us
