,Key,Line
10873,guard,"the weather had become a little warmer, and the guard in the passenger seat let us crack open the windows when we got onto the highway."
10874,guard,"the guard had brought me to the security division at court, but instead of going to the magistrate’s office, i had been dropped off in a spacious room on the right."
10875,where,"then, without any introduction, the older man started grilling me about where i had grown up, why i had come to iran, whom i had reported for while in iran, why i had “a tendency to write antiregime reports” (though he didn’t give me any examples), and several questions about the book i was writing."
10876,lawyer,"i answered, although i couldn’t comprehend what my lawyer was for when he was absent for yet another interrogation."
10877,lawyer,"“well,” the older man began, “i was going to free you, but i decided not to anymore.” “why not?” “because last night, your lawyer did two interviews with the media,” he replied casually."
10878,question,"they make statements to publicize themselves.” “i don’t know whether mr. khorramshahi did interviews,” i said, “but even if he did, why should i be punished for it?” he ignored my question and continued, “did you speak to him yesterday when you were with mr. sobhani?” sobhani must have been the magistrate."
10879,case,"“whenever i decide to free you,” he went on, “i probably won’t let you leave the country for a while, until the media frenzy over your case has died down.” i knew that if he kept me in iran, the intelligence ministry could continue to monitor and intimidate me."
10880,jailing,"haddad is the man whom university students like to criticize for jailing their classmates.” haddad shrugged, as if this accomplishment was all in a day’s work."
10881,imprison,"you may think my research and reporting are reason enough to keep me in jail, but what i said here today was the complete truth.” haddad listened calmly, but when he began speaking, a cloud passed over his face: “why is it that the u.s. has guantánamo bay and abu ghraib, yet when we imprison an american woman for one month, the world cries out, ‘violation of human rights’?” by referring to these places, haddad seemed to be taking his resentment against america out on me."
10882,detainees,iran and other muslim countries had been particularly outraged by graphic reports of u.s. soldiers abusing detainees at iraq’s abu ghraib prison in 2004.
